Item Code,Description,Item Group
B10676,CLEXANE 6000IU (60MG)/0.6ML 2'S,POISON
PI0037,RENTAL CHAIR M,SERVICE
PI0043,GOOGLE REVIEW,SERVICE
B10689,ABILIFY MAINTENA 400MG INJ,POISON
PI0044,HAJI KIT PREMIUM ,CONSIGNMENT
PI0045,HAJI KIT EXCLUSIVE,CONSIGNMENT
B10707,CONCOR AM 5/10MG 30'S,POISON
A14537,~FOXYLOGY TORUBI MIX BERRIES WITH COLLAGEN 10SACHET,CONSIGNMENT
A14538,~FOXYLOGY HARMONIG 7SACHET,CONSIGNMENT
PI0047,SET BATUK KAHAK ,CONSIGNMENT
PI0048,SET BATUK KERING,CONSIGNMENT
PI0049,SET SELSEMA,CONSIGNMENT
A14586,~ AG TONER 100ML ,CONSIGNMENT
A14615,~EGMONT MANUKA HONEY MGO 573+ 250G,CONSIGNMENT DR HANISAH
A14659,~STICKER OKU BESAR,CONSIGNMENT DR HANISAH
A14664,~GEN C 10000MG PLUS 60S,CONSIGNMENT
A14665,~GEN MARINE OMEGA 3 FISH OIL 1000MG 60S,CONSIGNMENT
PI0050,RENTAL BP MACHINE,SERVICE
PI0051,SERVICES PRINT B&W,SERVICE
PI0052,SERVICES PRINT COLOUR,SERVICE
A14700,CANCER SCREENING ( FEMALE ),SERVICE
A14701,DIABETES SCREENING,SERVICE
A14698,CVD SCREENING,SERVICE
A14747,DISCONTINUE,CONSIGNMENT DR HANISAH
B10759,XARELTO 15MG 14S ,POISON
VOUCHER,VOUCHER,VOUCHER
B10775,STAREZ 10MG 10'S,POISON
B10779,STADOVAS 5MG  10S,POISON
A14911,~ OPTIFYME 15S,OTC
A14913,~TIGROW KIDS 30S,OTC
000026,DISCONTINUE,POISON
A14948,INCO PREMIUM ADULT DIAPER XL 9'S,PERSONAL CARE
A14989,~JUUNO STEAM EYE MASK (SAFARI) 6S,OTC
A14992,~BEGGI ANTI-MITE BETTER SLEEP SPRAY 175ML,OTC
A15001,~JUUNO KF94 KIDS FACE MASK (RHINO) 10S,MEDICAL DEVICE & SUPPLY
A15009,~BEGGI ESSENTIAL OIL NASAL OINTMENT (ADULT) 15G,OTC
A15010,~BEGGI ESSENTIAL OIL NASAL OINTMENT (KIDS) 15G,OTC
A15011,~BEGGI SEAWATER NASAL SPRAY (ADULT) 100ML,OTC
A15004,~BEGGI PAPAW BALM 55G,PERSONAL CARE
A15005,~BEGGI 2IN1 REFRESHING NASAL INHALER 2ML*3,OTC
A15006,~BEGGI ESSENTIAL OIL MOISQUITO REPELLENT DIFFUSER 40G,OTC
A15007,~BEGGI 2IN1 GEMINI SOOTHING FORMULA 45ML,OTC
A15023,~ MELILEA ORGANIC BOTANICAL POWDER 458G,CONSIGNMENT
B10821,PHARMANIAGA ISONIAZID 100MG 100'S BOX,POISON
A15043,DETOZ MAS DELIMA 15ML 1S,FOOD & BEVERAGES
A15046,WHEELCHAIR RECLINING LIGHTWEIGHT (ALK-954LGC-46),REHAB & SUPPORT
A15047,3 FUNCTIONS ELECTRIC HOSPITAL BED ( WITH MANUAL CONVERTIBLE ),REHAB & SUPPORT
A15067,~NISRAA TREATMENT CONDITIONER 250ML,PERSONAL CARE
A15081,~ D-LIGHTFUL SUNSHINE VIT D3 400IU DROPS 10ML,CONSIGNMENT
000029,DISCONTINUE,POISON
A15087,MYVITA C30 ZINC CHEW 90S,OTC
A15089,MYVITA C100 ZINC CHEW 60S,SUPPLEMENT
000030,DISCONTINUE,PERSONAL CARE
A15123,~ FOROEM L-GLUTATHIONE 500MG,CONSIGNMENT
000031,DISCONTINUE,PERSONAL CARE
A15044,GOAT WOOL BABY HAIRBRUSH 1S,BABY & MOM
A15040,PIC DELICATE PLASTER LARGE 25*72MM 10S,WOUND & SURGICAL
A15049,TOPSEAL KIDS CARTOON PLASTER (WATER RESISTANT) 10S,WOUND & SURGICAL
A15091,SOFY COOLING WING 42CM 6S,PERSONAL CARE
A15092,SOFY COOLING PANTYLINER 155MM 28S,PERSONAL CARE
A15099,~ O'CARE LOVE MORE HAIR TONIC & SHAMPOO 500ML,PERSONAL CARE
A15100,~ O'CARE LOVE CAFFEINE HAIR TONIC & SHAMPOO TREATMENT 500ML,PERSONAL CARE
B10848,AUROXETIL TAB 500MG 10S,POISON
A15121,ACULIFE HOT & COLD UNIVERSAL THERAPY BRACE ,REHAB & SUPPORT
A15122,ACULIFE HOT & COLD WRIST THERAPY BRACE,REHAB & SUPPORT
A15135,ALEPPO SOAP (OLIVE OIL) 187G,CONSIGNMENT DR HANISAH
A14868,DR. S. ORTHO CHILD ARM SLING ( ONE SIZE ) AS-04,REHAB & SUPPORT
A14812,FD NAIL CLIPPER LARGE ( RM603 ) 1S,PERSONAL CARE
A14878,CHEESE SAUCE 80G ,BABY & MOM
A14870,HEMORRHOID MEMORY CUSHION (FEMALE) HMC-F,REHAB & SUPPORT
A14871,HEMORRHOID MEMORY CUSHION (MALE) HMC-M,REHAB & SUPPORT
A14894,EVIN SOFT CERVICAL COLLAR SIZE 3 (XL),REHAB & SUPPORT
A14895,EVIN BACK BRACE SIZE 3,REHAB & SUPPORT
A14886,HURIX'S HAEMO CREAM ( WITH ALOEVERA EXTRACT ) 13G,OTC
A14880,DUPLOTIP SNAP LOCK 20GMX10CM 1'S,CONSIGNMENT
A14905,HIMALAYA SPOT TURMERIC FACE CREAM 50ML,PERSONAL CARE
A14906,HIMALAYA SPOT TURMERIC FACE SERUM 30ML,PERSONAL CARE
A15013,BUBS GOAT MILK FORMULA STAGE 1 800G,BABY & MOM
A15014,BUBS GOAT MILK FORMULA STAGE 2 800G,BABY & MOM
A15015,BUBS GOAT MILK FORMULA STAGE 3 800G,BABY & MOM
A15017,FD PILL BOX ( PBX53 ) WEEKLY,REHAB & SUPPORT
A15022,10386 SENSURA 2P BAG TRSP OPEN 10PCS,REHAB & SUPPORT
A14970,GIRLPAL SNAIL EYE CREAM 15G,PERSONAL CARE
A14960,GIRLPAL ROSE EXTRACT BRIGHTENING DAY CREAM 20G,PERSONAL CARE
A14963,GIRLPAL ALOE VERA CLEANSER 100G,PERSONAL CARE
A14964,GIRLPAL SOOTHE & MOISTURIZE 100G,PERSONAL CARE
A14958,GIRLPAL ROSE PEELING GEL 100G,PERSONAL CARE
A14953,HURIX CHILLAWAY SYRUP KIDS 60ML,OTC
B10799,APO-SUMATRIPTAN 50MG 6S,POISON
A14922,NOVA ACTIVMAX HI-CALCIUM COFFEE 900G,SUPPLEMENT NOVA
B10697,GLUCOVANCE 500/2.5MG 20'S,POISON
A14532,BELCID SUSPENSION 240ML,OTC
A14533,ZACT TOOTHPASTE 150GM,OTC
A14539,MOSQUITO REPELLENT PATCH 30S,CONSIGNMENT
A14497,JOHNSON'S BABY LOTION PINK 100ML,OTC
A14477,AEROCHAMBER INFANT (ORANGE),MEDICAL DEVICE & SUPPLY
A14448,INSTA-C RETINOL HYDRATOR 30ML,OTC
A14457,EVIN SOFT CERVICAL COLLAR SIZE 1 (M),REHAB & SUPPORT
A14458,EVIN SOFT CERVICAL COLLAR SIZE 2 (L),REHAB & SUPPORT
A14444,GRACE CARE ADJUSTABLE THUMB SUPPORT (S),REHAB & SUPPORT
A14445,GRACE CARE ADJUSTABLE THUMB SUPPORT (M),REHAB & SUPPORT
A14381,NC PETSILVER COLLOIDAL SILVER 350ML,CONSIGNMENT
A14342,THERMAZEN DELUXE 2IN1 THERMOMETER,MEDICAL DEVICE & SUPPLY
A14292,LAC BIOTIN 900MG 120s,CONSIGNMENT
A14356,APPETON MV LYSINE SYRUP 120ML,OTC
B10670,ELOMET LOTION 0.1% 30ML,POISON
A14566,ORADEX PERIODONTAL TOOTHPASTE 175G,CONSIGNMENT
B10716,ALLERGO-COMOD EYE DROP 10ML,POISON
A14607,MY BABY MINYAK TELON PLUS 60ML,BABY & MOM
B10717,NEVANAC 0.1% EYE DROP 5ML,CONSIGNMENT
A14576,NOVA SP8 CRACKED HEEL CREAM 75ML,SUPPLEMENT NOVA
A14580,WINA AQUEOUS CREAM 500G,CONSIGNMENT
A14663,POISE PADS EXTRA LONG PLUS 31.5CM 12'S,PERSONAL CARE
A14651,AL-IKHLAS OLIVE OIL EXTRA VIRGIN 250ML,CONSIGNMENT
A14652,AL-IKHLAS OLIVE OIL EXTRA VIRGIN 500ML,FOOD & BEVERAGES
A14647,VITASEN PRO-BIOS BIFIDO KIDS CHEW 30S,SUPPLEMENT
B10728,X-TEMP ORAL SUSPENSION 100ML,POISON
B10729,PHARMANIAGA ZITHROLIDE 250MG 6'S,POISON
A14612,JORDAN STEP 2 (3-5) POUCH ( TP + TB 75g ),PERSONAL CARE
A14614,DEQUADIN LEMON PASTILLE 50G (TIN),FOOD & BEVERAGES
A14621,GILLETTE VENUS SMOOTH 3 BLADES,PERSONAL CARE
A14618,ACULIFE ACU-STRAP,REHAB & SUPPORT
A14619,ACU-LIFE X-LARGE PUSH BUTTON REMINDER,REHAB & SUPPORT
B10746,CLODERM SOLUTION SCALP APPLICATION 0.05% 30ML,POISON
A14686,SNAKE BRAND SHOWER GEL ( RELAXING ) 450ML,PERSONAL CARE
B10749,DAKTARIN CREAM 15G,POISON
B10751,APO-WARFARIN 2MG 1S ,POISON
A14774,OPERATING SCISSORS B/B STR 13CM 5',REHAB & SUPPORT
A14775,COTTON BUDS KIDS CONTAINER 100PCS,OTC
A14776,SUN CARE WATER-RESISTANT SPF50+ PA+++,BABY & MOM
A14757,LITTLE NUUR RTE CHICKEN MAC & CHEESE (MACARONI) 80G,BABY & MOM
A14723,NOVA SP8 ECZIBALM 60ML,SUPPLEMENT NOVA
A13468,LAKEWOOD ORG PURE TART CHERRY 946ML,OTC
A13508,CE KINESIOLOGY SPORT TAPE,REHAB & SUPPORT
A13391,JOHNSON'S BABY POWDER BLOSSOM 100G (CORNSTARCH),OTC
A13430,URINE NARCOTIC TEST 5 IN 1 ,OTC
A13380,JORDAN CLASSIC SOFT 1'S,PERSONAL CARE
A13340,HURIX'S OLIGO HONEY 175G,OTC
B10504,X-TEMP ORAL SUSPENSION 500ML,POISON
A13331,VITAHERB BERRYCOL SYRUP 120ML,OTC
B10489,ILIADIN DECONGESTANT NASAL DROPS 0.01% 5ML (INFANTS),POISON
A13292,QUAD CANE NARROW BASE,REHAB & SUPPORT
A13290,COMMODE CHAIR W/O WHEELS,REHAB & SUPPORT
A13270,GASCOVID ADVANCE LIQUID 150ML,OTC
A13259,HARWANY PATI HARUAN + GINSENG 6+1FOC,OTC
A13260,HARWANY PATI HARUAN + GAMAT 6+1FOC,OTC
A13629,LAKEWOOD ORG PURE CRANBERRY 946ML,OTC
A13606,HURIX'S COLDAWAY NASAL INHALER,OTC
A13665,PSLOVE BACK HEAT 2'S,OTC
A13616,CATALYST VIRGIN COCONUT OIL CAPSULE 30'S,OTC
A13635,YUWELL INFRARED EAR THERMOMETER YHT101,MEDICAL DEVICE & SUPPLY
A13598,OMRON HEM-6161 AUTO WRIST BLOOD PRESSURE MONITOR,MEDICAL DEVICE & SUPPLY
A13596,HURIX'S MOUTH ULCER PLUS WITH ALOE VERA 5GM,OTC
A13573,NIVEA DEO ROLL DEEP SERUM WITH HOKKAIDO ROSE 50ML,PERSONAL CARE
A13565,NIVEA SUN PROTECT & MOISTURE SPF 50+ 125ML,OTC
A13563,NIVEA LB PEACH SHINE WITH NATURAL OILS 4.8G,OTC
A13547,YUWELL BLOOD GLUCOSE METER 582/710,MEDICAL DEVICE & SUPPLY
B10525,LIZA 21'S,POISON
B10562,RETORIN SUSPENSION 200MG/5ML,POISON
A13715,DORAEMON VIT C PASTILLE MANGO 40G,FOOD & BEVERAGES
A13692,TIGERUS TIGGY COCOA CHEWABLE 60'S,OTC
A13649,ALUM SHOULDER CRUTCHES S (CHILD),REHAB & SUPPORT
A13767,PUREEN MADAME MATER PADS 10'S,BABY & MOM
A13765,NIXODERM BIO-SULFUR LIQUID CLEANSER 200ML,PERSONAL CARE
A13750,1907 BRAVA POWDER 25GM 1'S,WOUND & SURGICAL
A13728,HARWANY PATI HARUAN + ALOE VERA 75ML 6+1FOC,OTC
A14239,BABY MACARONI 100G,BABY & MOM
A14203,RIBENA AIR KOTAK 200ML,FOOD & BEVERAGES
A14281,COLGATE TP KAYU SUGI 175G,PERSONAL CARE
A14264,AMMEDA STOCKING OVER KNEE ( L ),REHAB & SUPPORT
A14267,EZYDOSE NETI RINSE NASAL AND SINUS KIT,PERSONAL CARE
A14236,BABY FUSILLI 100G,BABY & MOM
A14289,LIPOSOMAL VITAMIN C 50GM LEMON LIME,OTC
A14283,RICE PUFF AVOCADO & SPINACH 50G,BABY & MOM
A14300,GRACE CARE ARM SLING,REHAB & SUPPORT
A14110,COSMODERM 2 VIT C 500MG RADIANCE TONING ESSENCE 100ML,OTC
A14173,APOLIPO A&B TEST,OTC
A14174,SMITH&NEPHEW INTRASITE GEL 15GM,WOUND & SURGICAL
A14164,ABBOT ENSURE GOLD COFFEE 800G,SUPPLEMENT
A14075,ELEFBEBE WEARABLE ELECTRIC BREAST PUMP BP-W02,BABY & MOM
B10629,PATADAY EYE DROP 2.5ML,POISON
A14053,URINE BAG STERILE HANGER,WOUND & SURGICAL
A14060,~BEBIMORA DIAPANTS (XL),BABY & MOM
A14081,BASIC HEALTH SCREENING,OTC
A13910,TRU-MED WATERPROFF CAST/BANDAGE PROTECTOR 24 (ARM),REHAB & SUPPORT
A13911,TRU-MED WATERPROFF CAST/BANDAGE PROTECTOR 25 (LEG),OTC
A13921,BEN HUSSIN ARABIC GUM SERBUK,OTC
A13922,BEN HUSSIN LUBAN 100G,OTC
A13929,COMMODE CHAIR WITH WHEEL,REHAB & SUPPORT
A13949,SITZ BATH WITH FLUSH HOSE,REHAB & SUPPORT
A13969,KARIHOME GOAT MILK S4 900G,BABY & MOM
A13970,GRANDMA SET TANAM URI,BABY & MOM
A13965,GAUZE ROLL 4PLY,REHAB & SUPPORT
A13973,BABY & MUM HERBA MANDIAN BAYI,BABY & MOM
A14003,VASIA HERBS TUNGKU BATU BERHERBA,BABY & MOM
A14037,UZEN KIDS BODY WASH 250ML,BABY & MOM
A14027,BABY & MUM TUNGKU HERBA,BABY & MOM
A13796,FOREVER ALOE VERA GEL 1L,OTC
PI0013,HBA1C TEST,SERVICE
A13831,TOILET AID FOLDABLE,REHAB & SUPPORT
A13827,BABY&MUM TUNGKU HERBA TRADISIONAL BABY,BABY & MOM
A13861,LP KNEE SUPPORT 647 S/M/L/XL,REHAB & SUPPORT
A13840,STERIMAR BLOCKED NOSE 100ML,OTC
A13885,X2238PK BERGAMOT NITRILE GLOVES (S) PINK 100'S,REHAB & SUPPORT
A13878,FUTURO WRIST COMFORT STABILIZING BRACE (ADJUSTABLE),REHAB & SUPPORT
A13872,BAEBIS SWEET POTATO & PUMPKIN RICE PUFF 5G,BABY & MOM
B10415,AEVA MUROZIN OINTMENT 2% 15G,POISON
A12831,BIOANTIBODY INFLUENZA TEST KIT 2IN1 1S,OTC
B10411,REMEDICA OVA-MIT 50MG BOX 10'S,POISON
A12809,EJEN ALI FABRIC MASK KID (RIZWAN),MEDICAL DEVICE & SUPPLY
A12810,EJEN ALI FABRIC MASK KID (IMAN HEADLOOP),MEDICAL DEVICE & SUPPLY
A12744,CPE MEDICAL GOWN 1'S,WOUND & SURGICAL
A12894,ACCUSURE ELECTRONIC SCALE,MEDICAL DEVICE & SUPPLY
A12881,EVIN ADVANCED ADJUSTBLE ANKLE BRACE,REHAB & SUPPORT
A12884,EVIN ABDOMINAL BINDER SIZE 2,REHAB & SUPPORT
A12885,EVIN ABDOMINAL BINDER SIZE 3,OTC
A12886,EVIN BACK BRACE SIZE 1,OTC
A12887,EVIN BACK BRACE SIZE 2,REHAB & SUPPORT
A12844,*SMITH&NEPHEW ELASTIC COHESIVE BANDAGE 4CM*4M,REHAB & SUPPORT
B10432,D-CURE VITAMIN D3 25000IU 4 AMPOULES,POISON
A12866,VANTELIN KNEE SUPPORT (XL),REHAB & SUPPORT
A12969,"OPERATING SCISSOR S/S STR 13CM (5"")",REHAB & SUPPORT
A13029,HURIX SALAP SERAI WANGI PLUS 10GM,OTC
A13003,*TLS SLIMIX DETOX LIME SACHET 1'S,SUPPLEMENT TLS
A12917,AMMEDA STOCKING UNDER KNEE (XXL),REHAB & SUPPORT
A12906,DISCONTINUE,OTC
A12927,HUDSON'S JUJUBES CLASSIC (TIN) 50G,FOOD & BEVERAGES
A12929,KORDEL'S VIT K2 120MCG W D3 1000IU 60'S,OTC
A12939,VITAHERB ARNICA CALENDULA FORTE RUB,OTC
A12958,PHARMANIAGA ACTIMOL 500MG 10'S (PARACETAMOL),OTC
A12956,DISCONTINUE,OTC
A13257,YUWELL AIR COMPRESSING NEBULIZER 405B,MEDICAL DEVICE & SUPPLY
A13258,YUWELL 405A/405B NEBULIZER KIT SET,MEDICAL DEVICE & SUPPLY
A13252,LAC INOSITOL 500MG 100'S,OTC
B10473,SANDOZ ROTAQOR 20MG STRIP 10'S,POISON
A13222,COSRX ACNE PIMPLE MASTER PATCH 24'S,PERSONAL CARE
A13177,MEDISHIELD FIRST AID KIT MPP159 EQUIPPED PVC,REHAB & SUPPORT
A13178,MEDISHIELD FIRST AID KIT MPL139 EQUIPPED PVC,REHAB & SUPPORT
A13184,"RUDOLFS ORGANIC PURE ( APPLE , BANANA , STRAWBERRY ) 110G",BABY & MOM
A13172,KOTEX OVERNIGHT PANTIES S-M SIZE HIP UP TO 36 2PCS,PERSONAL CARE
A13167,SUNPLAY ULTRA SHIELD UY BODY MIST SPF PA130+++ 165ML,OTC
A13170,BANANA BOAT KIDS SENSITIVE SUNSCREEN LOTION SPF50+ 90ML,PERSONAL CARE
B10463,XEPA UNIVATE 0.05% OINTMENT 15G,POISON
V10040,YUM EARTH POPS,OTC
A13023,DUREX FETHERLITE THIN,OTC
B10449,AXCEL CIMETIDINE 200MG,POISON
A13083,GRACE CARE ANKLE SUPPORT -S,REHAB & SUPPORT
A13085,GRACE CARE ANKLE SUPPORT -L,REHAB & SUPPORT
A12471,SUPER SAFE LATEX GLOVE POWDERED (L) 100'S,REHAB & SUPPORT
A12480,ESCO FIRST AID KIT FAB/0279-ME,REHAB & SUPPORT
A12361,AND COMPRESSOR NEBULIZER,MEDICAL DEVICE & SUPPLY
A12381,APPLE MONKEY MASHED (MANGO & PASSION FRUIT) 100G,BABY & MOM
A12260,COUNTERPAIN 120G,OTC
A12261,LUCAS' PAPAW OINTMENT 25G,OTC
A12211,MEDISHIELD FIRST AID KIT MPM 129 EQUIPPED PVC,REHAB & SUPPORT
A12232,SAMBUCOL ORIGINAL 120ML,OTC
A12233,SYSTANE COMPLETE 10ML,OTC
A12223,FUTURO DELUXE THUMB SUPPORT STABILIZER L/XL,REHAB & SUPPORT
A12218,TIGER BALM WHITE 19G,OTC
A12505,OSTEOACTIV 3-IN-1 JOINT FORMULA TABS 100'S,OTC
B10372,PHARMANIAGA COVINACE 4MG BOX 30'S,POISON
A12626,~FUTURE FOOD EPSOM SALT 500G,CONSIGNMENT DR HANISAH
A12663,ELEFBEBE DISPOSABLE BREAST PADS 60PCS BF-P09,BABY & MOM
A12676,BIOGAIA DROP 5ML,SUPPLEMENT
A12680,VANTELIN WRIST SUPPORT (M),REHAB & SUPPORT
A12674,COLLOMACK TOPICAL SOLUTION 10ML,OTC
B10390,AVAMYS NASAL SPRAY 60D,POISON
A12773,AURELIUS CARE RIPPLE MATTRESS,OTC
B10397,YSP MELASHINE 4% CREAM 20G,POISON
A10853,SYSTANE HYDRATION LUBRICANT EYE DROPS 10ML,OTC
A10810,*SMITH&NEPHEW OPSITE FLEXIGRID 6CM*7CM 5'S,WOUND & SURGICAL
A10824,SNAKE BRAND COOLING POWDER 150G,PERSONAL CARE
A10788,SEVEN SEAS COD LIVER OIL 500'S+100'S,OTC
A10779,SELSUN BLUE PRO-X EX STRENGTH (RED) 120ML,PERSONAL CARE
A10660,T68 HAIR BAND 2IN1,OTC
A10629,ADDITIONAL CANCER,SERVICE
A10627,~CERAVE HYDRATING CLEANSER 236ML,PERSONAL CARE
A10613,ORAL B INTERDENTAL REFILLS -CLY 6'S,OTC
A10720,ROSKEN CREAM SENSITIVE SKIN 75ML,OTC
A10718,ROSKEN LOTION DRY SKIN +VIT E 75ML,OTC
A10695,REPARIL GEL N 20G,OTC
A10692,~SURGICAL DISPOSABLE FACE MASK HL (PINK) 5S,MEDICAL DEVICE & SUPPLY
A10777,SELSUN BLUE PRO EX MOIST (GREEN) 120ML,PERSONAL CARE
A10761,ABBOTT GLUCERNA VANILLA 370G ,OTC
A11120,DETTOL SPRAY CRISP BREEZE 450ML,PERSONAL CARE
A11106,MIRROR DD-44 288/12,OTC
A11180,EGO SEBITAR SCALP TREATMENT 250ML,PERSONAL CARE
A11215,DUODERM HYDRO GEL 15G,OTC
A11223,BABY ORAL CLEANING TOOTHBRUSH SET ( 0-18MONTH ),BABY & MOM
A11212,ESENTIEL SOOTHING CALAMINE LOTION 200ML,BABY & MOM
A11208,ABBOTT ENSURE WHEAT 400G,SUPPLEMENT
A11197,ELEFBEBE SINGLE ELECTRIC BREAST PUMP (BP-D03),BABY & MOM
A11183,ELEFBEBE ELECTRIC NASAL ASPIRATOR (BC-N03),BABY & MOM
A11156,~DOTERRA ON GUARD TOOTHPASTE 4OZ,CONSIGNMENT DR HANISAH
A11069,CAP LANG MINYAK KAYU PUTIH 60ML,OTC
A11186,ELEFBEBE WIDE NECK SILICONE TEATS-2PCS (L) FAST FLOW (FN-W03),BABY & MOM
A10998,JAW HAIR CLIP 2 IN 1,OTC
A11008,MAKE UP SPONGE,OTC
A11010,"NATUFOODIES FREEZE DRIED FRUITEE BITES ( MANGO,BANANA,PAPAYA) 15G",FOOD & BEVERAGES
A10954,DASHING ELITE COOL HAIR WAX 70G,OTC
A10951,PUREEN PURE CORNSTARCH BABY POWDER 125G,BABY & MOM
A10939,WOODWARDS GRIPE WATER 148ML,OTC
A10909,VICKS VAPORUB 25G,OTC
A11047,*BIOLIFE REVITIZ BOX 3*10'S,OTC
A11014,*ACETIN 200MG 1'S (ACETYLCYSTEINE),OTC
A11084,COLGATE KIDS TP BARBIE BUBBLE FRUIT 40G,PERSONAL CARE
A11088,COLGATE TP OPTIC WHITE MINT PLUS MINERAL 100G,PERSONAL CARE
A11053,AEROCHAMBER ADULT (BLUE),MEDICAL DEVICE & SUPPLY
A10445,JOHNSON'S BABY POWDER 500G,BABY & MOM
A10446,JOHNSON'S BABY POWDER BLOSSOM 500G,BABY & MOM
A10425,HYLO-COMOD EYE DROPS 10ML (SODIUM HYALURONATE),OTC
A10295,SOFY AILE URINE ABSORBENT PAD 23CM 50CC 10S,OTC
A10302,DUPHALAC SYRUP 200ML,OTC
A10309,DUREX PLAY 100ML,OTC
A10314,DUREX TOGETHER 3'S,OTC
A10311,DUREX FEATHERLITE ELITE 12S,OTC
A10335,EQUAL CLASSIC 8.5G 100'S TABLET,OTC
A10351,KOTEX OVERNIGHT PANTIES M-L SIZE 5PCS,OTC
A10600,ORADEX ANTIBACTERIAL 400ML,OTC
A10590,OPPO (2022) KNEE SUPPORT (S),OTC
A10591,OPPO (2085) ELBOW SUPPORT (S),REHAB & SUPPORT
A10542,NEOBUN PLASTER 10'S,OTC
A10506,LISTERINE HEALTHY WHITE 250ML,OTC
A10476,KWAN LOONG OIL 57ML,OTC
A10480,LACTUL SOLUTION 100ML,OTC
A10528,MENZZA CREAM 25G,OTC
A10513,GARNIER BC SUNSCREEN MATTE 30ML,OTC
A10510,LISTERINE GREEN TEA LESS INTENSE 250ML,OTC
A10503,OPTREX EYE WASH 110ML,OTC
A10266,DERMOPLEX BURN AID CREAM 25G,WOUND & SURGICAL
A10252,COUNTERPAIN COOL 60G,OTC
A10192,LISTERINE TOTAL CARE 100ML,OTC
A10206,EVIN EVERYDAY WRIST SUPPORT SIZE M,REHAB & SUPPORT
A10199,PROGESTERON TEST ,CONSIGNMENT
A10197,ACCU-CHEK SOFTCLIX LANCET 100S,OTC
A10185,GAUZE SWAB 10CM*10CM 100'S,WOUND & SURGICAL
A10182,CAP LANG BALSEM GOSOK 40G,OTC
A10166,BM OMEGA-3 FISH OIL 1000MG 30'S,SUPPLEMENT
A10167,BM VIT D3 1000IU 60'S,SUPPLEMENT
A10021,ACCU-CHECK INSTANT STRIPS 25'S,MEDICAL DEVICE & SUPPLY
A10014,21ST CEN VIT C ORANGE CHEWABLE 500MG 100'S,OTC
A10010,21ST CEN VIT C 500MG PROLONGED RELEASE 90'S,OTC
A10007,21ST CEN ONE A DAY 30'S,OTC
A10001,21ST CEN CRANBERRY JUICE 500ML,OTC
A10053,ALOCLAIR GEL 8ML,OTC
A10061,AMMEDA STOCKING OVER KNEE ( M ),REHAB & SUPPORT
A10034,ACU-LIFE WEEKLY PILL ORGANIZER,OTC
A10035,AFTAMED JUNIOR ORAL GEL 8ML,OTC
A10099,AQUACREAM 500G,OTC
A10074,21ST CEN SAW PALMETTO EXTRACT 640MG 30S,OTC
A10071,AMMELTZ YOKO YOKO MASSAGE CREAM 60G,OTC
A10113,BANANA BOAT SPORT ULTRA SUNSCREEN LOTION SPF50++ 90ML,PERSONAL CARE
A10110,BACIDIN ANTISEPTIC CREAM 15G,WOUND & SURGICAL
A10133,BETADINE DRY POWDER SPRAY 55G,WOUND & SURGICAL
A10128,BEPANTHEN OINTMENT 30G,OTC
A11558,~SURGICAL DISPOSABLE FACE MASK EL (PINK) 5S,MEDICAL DEVICE & SUPPLY
A11555,SENSODYNE CW STAIN PRO TP 100G,PERSONAL CARE
A11556,BANANA BOAT SPORT ULTRA SUNSCREEN LOTION SPF50 90ML,OTC
A11539,QUORBYX M5.0 CREAM 100G,OTC
A11524,DISCONTINUE,OTC
A11536,DISCONTINUE,OTC
A11517,UMBRELLA WALKING STICK,REHAB & SUPPORT
A11482,EVIN ELECTRIC NASAL ASPIRATOR ( NC005 ),BABY & MOM
A11288,JOHNSON'S TOP-TO-TOE BABYBATH 200ML,BABY & MOM
A11291,JORDAN KIDS TP STEP 1 75G,PERSONAL CARE
A11286,JOHNSON'S BABY LOTION MILK 200ML,BABY & MOM
A11250,DARLIE GREEN TEA MOUTH SPRAY 8ML,PERSONAL CARE
A11384,ORAL B ESS MINT WAXED FLOSS 50M*2,OTC
A11379,NESTLE NUTREN OPTIMUM 400G,OTC
A11415,PIASCLEDINE BOX 30'S,OTC
A11324,PYRIDOXINE 10MG TABLET,SUPPLEMENT
B10079,HOE GENTAMICIN 0.1% CREAM 15G,POISON
B10058,FASTUM GEL 2.5% 30G,POISON
B10018,AXCEL LIGNOCAINE 2% GEL 20G,POISON
A11651,RAINFOREST HERBS COCONUT MCT OIL 200ML,OTC
A11579,PUREEN LIQ CLEANSER NO FLAVOUR 750ML,BABY & MOM
A10716,*ROSKEN CREAM DRY SKIN 250ML,PERSONAL CARE
B10172,YSP VIRLESS 800MG STRIP 5'S,POISON
A11568,M-ZOLE CHEWABLE TABLET 1'S,OTC
B10163,YSP CINNA 25MG STRIP 10'S,POISON
A11617,EVIN BACK BRACE ADJUSTABLE EASY PULL MESH L/XL,REHAB & SUPPORT
A11618,EVIN BACK BRACE ADJUSTABLE EASY PULL MESH S/M,REHAB & SUPPORT
A11620,EVIN BACK BRACE ADJUSTABLE EASY PULL MESH XXL,REHAB & SUPPORT
A11610,EVIN ADJUSTABLE SHOULDER SUPPORT,REHAB & SUPPORT
A11597,SAFI MINYAK ZAITUN ROSEHIP (RED) 150ML,OTC
A11595,SAFI MINYAK ZAITUN ROSEHIP (RED) 50ML,OTC
A11585,LACTACYD ODOR FRESH  60ML,OTC
A12000,GKB TIGER MILK MUSHROOM 60'S,OTC
A11996,PUREEN TRAVO MATERNITY (XL),PERSONAL CARE
